                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 3.6246,                 10.447,                 2.7603,                      0,                      0,                      0,                      0,                 3.6505,                 12.436,                  3.095,                  4e-05,                  4e-05,                  4e-05
                      2,                 3.9512,                 10.532,                 2.8668,                      0,                      0,                      0,                      0,                 3.6496,                 11.186,                 2.9995,             8.9109e-05,             8.9109e-05,             8.9109e-05
                      3,                 3.7985,                 9.1746,                 2.8034,                      0,                      0,                      0,                      0,                  3.561,                 11.875,                 2.8255,             0.00013723,             0.00013723,             0.00013723
                      4,                 3.3099,                 7.5837,                 2.4451,                      0,                      0,                      0,                      0,                 3.8251,                 11.138,                 2.8126,             0.00018436,             0.00018436,             0.00018436
                      5,                 3.3758,                 8.0028,                 2.3295,                      0,                      0,                      0,                      0,                  3.641,                 13.336,                 2.4996,              0.0002305,              0.0002305,              0.0002305
                      6,                 3.3932,                 7.1784,                  2.393,                      0,                      0,                      0,                      0,                 3.7431,                 13.216,                 2.5854,             0.00027565,             0.00027565,             0.00027565
                      7,                 3.3757,                 8.1984,                 2.4358,                      0,                      0,                      0,                      0,                 4.0965,                 13.396,                 3.3387,              0.0003198,              0.0003198,              0.0003198
                      8,                 3.1671,                 6.8363,                 2.3865,                0.00022,                 0.0102,                0.00012,                  1e-05,                 4.1559,                 12.617,                 3.6279,             0.00036297,             0.00036297,             0.00036297
                      9,                 3.0155,                  7.138,                  2.246,                 0.0009,                0.04082,                0.00074,                0.00017,                 3.8499,                 19.011,                 3.2057,             0.00040515,             0.00040515,             0.00040515
                     10,                 3.0717,                 6.1428,                 2.1825,                0.00121,                0.05102,                0.00085,                 0.0002,                 3.7156,                 12.958,                 2.8029,             0.00044634,             0.00044634,             0.00044634
                     11,                 3.2485,                 6.4647,                 2.2993,                0.00073,                0.03061,                0.00041,                0.00012,                  3.698,                 13.226,                  2.539,             0.00048654,             0.00048654,             0.00048654
                     12,                 3.4152,                  7.258,                 2.3564,                0.00024,                 0.0102,                0.00014,                  3e-05,                 3.6738,                 11.986,                 2.4945,             0.00052575,             0.00052575,             0.00052575
                     13,                 3.2228,                 6.0032,                 2.1857,                0.00024,                 0.0102,                0.00014,                  3e-05,                 3.5639,                 10.537,                  2.623,             0.00056397,             0.00056397,             0.00056397
                     14,                 3.3887,                 6.7519,                 2.3712,                0.00024,                 0.0102,                0.00014,                  3e-05,                 3.5217,                 10.349,                 2.4268,              0.0006012,              0.0006012,              0.0006012
                     15,                 3.3694,                 6.7732,                 2.3333,                0.00024,                 0.0102,                0.00014,                  3e-05,                 3.5387,                 10.813,                 2.3914,             0.00063744,             0.00063744,             0.00063744
                     16,                 3.0153,                 5.5076,                 2.1391,                0.00051,                0.03061,                0.00033,                  7e-05,                 3.6228,                 10.183,                 2.3581,             0.00067269,             0.00067269,             0.00067269
                     17,                  3.012,                 5.4107,                 2.1944,                0.00188,                0.11224,                0.00384,                0.00129,                 3.7116,                 9.5075,                 2.4775,             0.00070694,             0.00070694,             0.00070694
                     18,                 3.0991,                 6.1057,                 2.2658,                0.00154,                0.11224,                0.00461,                0.00142,                 3.3335,                 8.2275,                 2.3593,             0.00074021,             0.00074021,             0.00074021
                     19,                 3.0132,                 5.6673,                 2.2519,                0.00137,                0.13265,                0.00414,                0.00141,                 3.3306,                 7.7847,                 2.4686,             0.00077249,             0.00077249,             0.00077249
                     20,                 3.4984,                 7.3914,                 2.3437,                0.00138,                0.14286,                0.00484,                0.00212,                 3.3794,                  7.738,                 2.4623,             0.00080378,             0.00080378,             0.00080378
                     21,                 3.1125,                 5.5981,                 2.2318,                0.00116,                0.14286,                0.00667,                0.00205,                 3.5055,                 7.9686,                 2.5352,               0.000802,               0.000802,               0.000802
                     22,                 2.8144,                 5.1801,                 2.1447,                0.00128,                0.16327,                0.01205,                 0.0048,                 3.2046,                 7.2176,                 2.4112,               0.000802,               0.000802,               0.000802
                     23,                 2.8619,                 5.2003,                 2.1148,                0.50445,                0.06122,                0.00846,                0.00406,                 3.2051,                 7.7756,                 2.3721,              0.0007921,              0.0007921,              0.0007921
                     24,                 2.8877,                 5.5936,                 2.1082,                0.00148,                0.11224,                0.00194,                0.00061,                 3.2203,                  7.545,                  2.438,              0.0007822,              0.0007822,              0.0007822
                     25,                 2.8151,                  5.238,                 2.0618,                0.00235,                0.20408,                0.00899,                  0.003,                  3.164,                  7.063,                  2.349,              0.0007723,              0.0007723,              0.0007723
                     26,                 2.9581,                 5.3139,                 2.2093,                0.62474,                0.04082,                0.01886,                0.00566,                 3.2984,                 7.3445,                 2.4266,              0.0007624,              0.0007624,              0.0007624
                     27,                 3.0631,                 5.6184,                  2.271,                0.76583,                0.03061,                0.03162,                0.01148,                 3.2476,                 6.9447,                 2.3966,              0.0007525,              0.0007525,              0.0007525
                     28,                 2.8387,                 4.9902,                 2.1799,                0.77231,                0.02041,                0.03033,                0.00502,                 3.1979,                 7.4729,                 2.3222,              0.0007426,              0.0007426,              0.0007426
                     29,                 2.7953,                 5.4108,                 2.1193,                0.50458,                0.06122,                0.00194,                0.00046,                 3.3295,                 8.4707,                 2.2872,              0.0007327,              0.0007327,              0.0007327
                     30,                 2.7851,                 5.4085,                 2.0179,                0.00091,                0.19388,                 0.0026,                0.00074,                 3.2841,                 8.1629,                 2.2819,              0.0007228,              0.0007228,              0.0007228
                     31,                 2.7725,                 5.1069,                 2.1303,                0.55526,                0.02041,                 0.0135,                0.00234,                 3.2295,                 8.8054,                 2.2736,              0.0007129,              0.0007129,              0.0007129
                     32,                 2.6601,                 5.0791,                 1.9899,                 0.6251,                0.02041,                0.02945,                0.00747,                 3.0565,                 8.1825,                 2.2921,               0.000703,               0.000703,               0.000703
                     33,                 2.6818,                 4.9559,                 2.1484,                0.59859,                0.06122,                  0.034,                0.01059,                 3.0796,                 7.3577,                 2.3453,              0.0006931,              0.0006931,              0.0006931
                     34,                 2.7741,                  4.928,                 2.1555,                0.55692,                0.05102,                0.03677,                0.01469,                 3.0921,                 6.9111,                 2.3796,              0.0006832,              0.0006832,              0.0006832
                     35,                 2.8961,                  4.823,                 2.1496,                0.57658,                0.02041,                0.04132,                0.01841,                 3.0192,                 6.9518,                 2.4323,              0.0006733,              0.0006733,              0.0006733
                     36,                 2.6553,                 4.3174,                 2.2446,                0.83051,                0.04082,                0.05765,                0.02912,                 3.3095,                 7.0587,                 2.7242,              0.0006634,              0.0006634,              0.0006634
                     37,                 3.0186,                 4.8875,                 2.3945,                0.67491,                0.04082,                0.04345,                0.01667,                 3.3117,                 6.8995,                 2.5494,              0.0006535,              0.0006535,              0.0006535
                     38,                 2.6359,                 4.5526,                 2.0564,                0.59621,                0.02041,                0.03537,                0.01109,                 3.1918,                 6.8532,                 2.4522,              0.0006436,              0.0006436,              0.0006436
                     39,                 2.9809,                 4.6901,                 2.1202,                0.09582,                0.04082,                0.04086,                0.01428,                 2.9724,                 6.6661,                 2.3311,              0.0006337,              0.0006337,              0.0006337
                     40,                 2.6242,                 4.2336,                 2.1509,                0.14429,                0.10769,                0.08364,                0.02816,                 2.7925,                 5.5656,                 2.1885,              0.0006238,              0.0006238,              0.0006238
                     41,                 2.6024,                 4.5154,                 2.1798,                0.13669,                0.12674,                0.10396,                0.03406,                 2.7955,                  5.283,                 2.2528,              0.0006139,              0.0006139,              0.0006139
                     42,                 2.8882,                 4.5923,                 2.0167,                0.75754,                0.10204,                0.11293,                0.03472,                 2.6478,                 5.2563,                 2.2653,               0.000604,               0.000604,               0.000604
                     43,                 2.4457,                 4.0472,                 1.9676,                 0.8339,                0.09184,                0.11163,                0.03582,                 2.5403,                 5.2824,                 2.3114,              0.0005941,              0.0005941,              0.0005941
                     44,                 2.6035,                 4.5278,                 2.2242,                 0.6828,                0.09184,                0.10533,                0.03139,                  2.508,                 5.5206,                 2.3101,              0.0005842,              0.0005842,              0.0005842
                     45,                  2.838,                 4.2375,                 2.1073,                0.68732,                0.07344,                 0.0963,                 0.0315,                 2.6607,                 6.0737,                 2.3289,              0.0005743,              0.0005743,              0.0005743
                     46,                 2.5783,                 3.6931,                  1.946,                0.69222,                0.07143,                0.10612,                 0.0287,                 2.7882,                 6.6748,                 2.3173,              0.0005644,              0.0005644,              0.0005644
                     47,                 2.4922,                 3.9535,                 1.9143,                 0.7704,                0.12245,                 0.1103,                0.03239,                 2.7859,                 6.4619,                 2.3186,              0.0005545,              0.0005545,              0.0005545
                     48,                 2.4258,                 3.9089,                 1.8746,                0.72225,                0.14704,                0.14245,                 0.0504,                 2.6521,                 5.5759,                 2.1259,              0.0005446,              0.0005446,              0.0005446
                     49,                 2.2117,                 3.5834,                 1.8376,                  0.701,                0.13265,                 0.1657,                0.06737,                 2.5738,                 5.1013,                 2.0696,              0.0005347,              0.0005347,              0.0005347
                     50,                 2.5353,                 3.7503,                 2.0384,                0.77087,                0.14481,                 0.1646,                0.07402,                 2.5612,                 5.0835,                  2.076,              0.0005248,              0.0005248,              0.0005248
                     51,                 2.3005,                 3.6804,                 1.9564,                0.86747,                0.14153,                0.17491,                0.07882,                 2.5377,                 4.9786,                 2.0895,              0.0005149,              0.0005149,              0.0005149
                     52,                 2.4638,                 3.8368,                 1.8921,                0.78529,                0.15306,                0.17522,                 0.0683,                 2.5214,                 5.4261,                 2.0674,               0.000505,               0.000505,               0.000505
                     53,                 2.3214,                  3.541,                 1.8743,                0.82192,                0.16327,                0.19786,                0.07193,                 2.4957,                 5.3126,                 2.0696,              0.0004951,              0.0004951,              0.0004951
                     54,                 2.2282,                 3.4375,                 1.8303,                0.81238,                0.18367,                0.20937,                0.08096,                 2.3976,                 5.1916,                 2.0132,              0.0004852,              0.0004852,              0.0004852
                     55,                 2.4089,                  4.492,                 2.0133,                 0.8433,                0.19388,                0.23365,                0.09495,                  2.326,                 4.9706,                 1.9824,              0.0004753,              0.0004753,              0.0004753
                     56,                 2.3405,                 3.6202,                 1.9724,                0.78941,                0.22438,                0.29856,                0.12668,                 2.2497,                 4.6646,                 1.9047,              0.0004654,              0.0004654,              0.0004654
                     57,                 2.3744,                 3.7051,                 1.8822,                0.49987,                0.26664,                0.29782,                0.12899,                 2.1503,                 4.5933,                 1.8362,              0.0004555,              0.0004555,              0.0004555
                     58,                 2.1718,                  3.371,                  1.802,                0.78055,                0.19572,                0.25565,                0.11108,                 2.0683,                 4.5092,                 1.7903,              0.0004456,              0.0004456,              0.0004456
                     59,                 2.4661,                 3.5199,                 1.9498,                0.75771,                0.19388,                0.23388,                0.10145,                 2.1512,                 4.4533,                 1.8002,              0.0004357,              0.0004357,              0.0004357
                     60,                 2.1968,                 3.5882,                   1.78,                0.75761,                0.17347,                0.22461,                  0.099,                 2.2414,                 4.7872,                 1.8085,              0.0004258,              0.0004258,              0.0004258
                     61,                  2.187,                 3.7934,                 1.7982,                0.85831,                0.23229,                0.25667,                 0.1196,                 2.1789,                  5.199,                 1.7641,              0.0004159,              0.0004159,              0.0004159
                     62,                 2.1493,                 3.9275,                 1.8289,                0.79676,                0.20867,                0.26806,                 0.1284,                 2.1268,                 5.2315,                 1.7296,               0.000406,               0.000406,               0.000406
                     63,                 2.2219,                 3.3272,                 1.7809,                0.84142,                0.18367,                0.26565,                0.12483,                 2.1207,                 5.2654,                 1.7243,              0.0003961,              0.0003961,              0.0003961
                     64,                 2.1702,                 3.3543,                  1.803,                  0.863,                0.18935,                0.25964,                0.13067,                 2.1734,                 4.8736,                 1.7629,              0.0003862,              0.0003862,              0.0003862
                     65,                 2.2982,                 3.1636,                 1.7242,                0.21258,                0.30377,                0.24824,                0.12139,                 2.1008,                 4.7242,                  1.729,              0.0003763,              0.0003763,              0.0003763
                     66,                 2.1038,                 3.2143,                 1.7697,                 0.3982,                0.26295,                0.23987,                0.11237,                 2.0907,                 4.5958,                 1.7332,              0.0003664,              0.0003664,              0.0003664
                     67,                  2.232,                 3.4254,                 1.8053,                0.39767,                0.25275,                0.27254,                0.12266,                 2.0954,                 4.4961,                 1.7307,              0.0003565,              0.0003565,              0.0003565
                     68,                 2.1035,                 2.8245,                 1.6665,                0.40707,                0.29356,                0.29016,                0.13583,                 2.0066,                 4.5572,                 1.6968,              0.0003466,              0.0003466,              0.0003466
                     69,                 2.1989,                 2.9872,                 1.7371,                0.80986,                0.22449,                0.29016,                0.14269,                 1.9098,                 4.3342,                 1.6659,              0.0003367,              0.0003367,              0.0003367
                     70,                 2.0116,                 2.8056,                 1.5574,                 0.8509,                0.21429,                0.30472,                0.15349,                  1.817,                 4.3301,                 1.6404,              0.0003268,              0.0003268,              0.0003268
                     71,                 2.1099,                 2.9266,                 1.7632,                0.81995,                0.28571,                0.31846,                0.16975,                 1.8188,                 4.0225,                 1.6321,              0.0003169,              0.0003169,              0.0003169
                     72,                 2.1127,                 3.0676,                 1.7322,                0.84099,                0.26264,                0.33253,                0.17125,                 1.8683,                 3.5551,                 1.6282,               0.000307,               0.000307,               0.000307
                     73,                 2.0644,                 3.1282,                 1.6473,                 0.8083,                0.26261,                0.33087,                0.18318,                 1.8275,                 3.4215,                 1.6118,              0.0002971,              0.0002971,              0.0002971
                     74,                 2.0201,                 2.8955,                 1.6779,                0.77677,                0.26531,                0.34748,                 0.1843,                 1.8119,                 3.3881,                 1.6038,              0.0002872,              0.0002872,              0.0002872
                     75,                 2.2147,                 3.2426,                  1.725,                0.81056,                 0.2551,                0.34248,                 0.1854,                 1.8373,                 3.4181,                 1.6047,              0.0002773,              0.0002773,              0.0002773
                     76,                 2.0921,                 2.8283,                 1.7215,                0.80945,                0.26531,                0.34448,                 0.1789,                 1.8085,                 3.4042,                  1.593,              0.0002674,              0.0002674,              0.0002674
                     77,                  2.116,                 3.1152,                 1.7379,                0.82723,                0.23469,                0.35259,                0.18023,                 1.7732,                 3.3362,                 1.5933,              0.0002575,              0.0002575,              0.0002575
                     78,                 2.1022,                 2.6818,                  1.723,                0.89499,                0.22449,                0.36653,                0.18584,                 1.7683,                 3.3069,                 1.5968,              0.0002476,              0.0002476,              0.0002476
                     79,                 1.8936,                 2.6881,                  1.593,                0.37947,                0.40335,                0.38163,                0.18848,                 1.7856,                 3.2827,                 1.5947,              0.0002377,              0.0002377,              0.0002377
                     80,                 1.9609,                 2.5764,                  1.651,                0.33125,                0.41601,                0.39771,                 0.2043,                 1.7856,                 3.2928,                 1.5918,              0.0002278,              0.0002278,              0.0002278
                     81,                 1.8536,                 2.6567,                 1.5872,                 0.7059,                0.36499,                0.41768,                0.22714,                 1.7508,                 3.2526,                 1.5785,              0.0002179,              0.0002179,              0.0002179
                     82,                 1.9427,                 2.5008,                 1.5252,                0.40579,                 0.3752,                0.42158,                0.23633,                 1.7326,                 3.2247,                 1.5667,               0.000208,               0.000208,               0.000208
                     83,                 2.1713,                  2.915,                 1.7422,                0.39101,                0.36499,                0.42191,                0.24133,                 1.7318,                 3.2037,                 1.5573,              0.0001981,              0.0001981,              0.0001981
                     84,                 1.8273,                 2.4836,                 1.5425,                0.39939,                 0.3616,                0.40446,                0.24478,                 1.6838,                 3.1363,                 1.5245,              0.0001882,              0.0001882,              0.0001882
                     85,                 2.2049,                 3.2183,                 1.6861,                0.43462,                0.36207,                0.40703,                0.24442,                 1.6683,                 3.0953,                 1.5108,              0.0001783,              0.0001783,              0.0001783
                     86,                 1.9259,                  2.716,                 1.5832,                0.44117,                0.36499,                0.41249,                0.24801,                  1.632,                 3.0427,                 1.4906,              0.0001684,              0.0001684,              0.0001684
                     87,                 2.0357,                 2.8382,                 1.6689,                0.50683,                0.35479,                0.41523,                0.25428,                 1.5951,                 3.0095,                 1.4655,              0.0001585,              0.0001585,              0.0001585
                     88,                 1.6925,                 2.3036,                  1.534,                0.40336,                 0.3956,                 0.4318,                0.25924,                 1.5399,                 2.9884,                 1.4479,              0.0001486,              0.0001486,              0.0001486
                     89,                 1.8861,                 2.3706,                 1.6514,                0.48293,                0.35479,                0.43712,                0.26798,                 1.4995,                 2.9594,                  1.439,              0.0001387,              0.0001387,              0.0001387
                     90,                 1.7693,                 2.3482,                 1.5123,                0.49359,                0.36499,                0.44142,                0.27239,                 1.4693,                 2.9894,                  1.428,              0.0001288,              0.0001288,              0.0001288
                     91,                 2.2929,                 3.2621,                 2.0938,                0.50394,                0.34993,                0.43818,                0.27127,                 1.4592,                 3.0165,                 1.4199,              0.0001189,              0.0001189,              0.0001189
                     92,                 1.9302,                 3.0862,                 1.7004,                0.42766,                0.44705,                0.44346,                0.26996,                 1.4803,                 3.0342,                 1.4109,               0.000109,               0.000109,               0.000109
                     93,                 1.8797,                  3.077,                  1.703,                0.47072,                0.47253,                0.44717,                0.27089,                 1.4872,                 3.0276,                 1.4072,               9.91e-05,               9.91e-05,               9.91e-05
                     94,                 1.6523,                 2.8402,                  1.687,                0.50552,                0.48273,                0.45756,                 0.2764,                 1.4885,                 3.0119,                 1.4026,               8.92e-05,               8.92e-05,               8.92e-05
                     95,                 1.9721,                 2.8881,                  1.777,                0.48515,                0.47253,                0.46316,                 0.2732,                  1.496,                 2.9874,                 1.4002,               7.93e-05,               7.93e-05,               7.93e-05
                     96,                 1.7329,                 2.9343,                  1.686,                0.49193,                0.44813,                0.45916,                 0.2652,                 1.5012,                 2.9295,                 1.4068,               6.94e-05,               6.94e-05,               6.94e-05
                     97,                 1.7887,                 2.8571,                 1.6672,                 0.5106,                0.43171,                0.46122,                0.26482,                 1.5071,                 2.9095,                 1.4106,               5.95e-05,               5.95e-05,               5.95e-05
                     98,                 1.9122,                 3.1385,                  1.753,                 0.5282,                0.42287,                0.46188,                0.26239,                 1.5104,                 2.8955,                 1.4121,               4.96e-05,               4.96e-05,               4.96e-05
                     99,                 1.6542,                 2.6639,                 1.5984,                 0.5301,                0.42151,                0.46016,                0.26296,                  1.519,                 2.8906,                  1.412,               3.97e-05,               3.97e-05,               3.97e-05
                    100,                 1.8606,                 2.8906,                 1.7251,                0.51693,                0.42151,                0.45752,                0.26378,                  1.524,                 2.8771,                 1.4102,               2.98e-05,               2.98e-05,               2.98e-05
